CIVIC_NUMBER;Geo Local Area;Geom;P_PARCEL_ID;PCOORD;SITE_ID;STD_STREET;geo_point_2d
111;Downtown;"{""coordinates"": [-123.10655252797274, 49.28417985546061], ""type"": ""Point""}";__FJ1834;58015795;002968797;WATER ST;49.28417985546061, -123.10655252797274
314;Downtown;"{""coordinates"": [-123.10972643032488, 49.28353269577911], ""type"": ""Point""}";__FJ183G;58914842;005954274;W CORDOVA ST;49.28353269577911, -123.10972643032488
106;Downtown;"{""coordinates"": [-123.10761285838481, 49.28176632174845], ""type"": ""Point""}";__FJ183M;59015796;003414825;W HASTINGS ST;49.28176632174845, -123.10761285838481
214;Downtown;"{""coordinates"": [-123.10394199217382, 49.28275066008625], ""type"": ""Point""}";__FJ183U;17858050;028178939;CARRALL ST;49.28275066008625, -123.10394199217382
309;Downtown;"{""coordinates"": [-123.1094346213059, 49.28393515575855], ""type"": ""Point""}";__FJ1840;58914895;015511588;W CORDOVA ST;49.28393515575855, -123.1094346213059
370;Downtown;"{""coordinates"": [-123.10412696020272, 49.28179250723793], ""type"": ""Point""}";__FJ1848;17858968;VAS1346;CARRALL ST;49.28179250723793, -123.10412696020272
1;Downtown;"{""coordinates"": [-123.1037338924241, 49.28257634966857], ""type"": ""Point""}";__FJ184E;58917805;LMS2854;E CORDOVA ST;49.28257634966857, -123.1037338924241
289;Downtown;"{""coordinates"": [-123.10700066467287, 49.28313102677123], ""type"": ""Point""}";__FJ184G;58915795;006684343;ABBOTT ST;49.28313102677123, -123.10700066467287
133;Downtown;"{""coordinates"": [-123.10855569120866, 49.281542791205275], ""type"": ""Point""}";__FJ184I;59215777;012354465;W PENDER ST;49.281542791205275, -123.10855569120866
328;Downtown;"{""coordinates"": [-123.11078826607998, 49.28291600781996], ""type"": ""Point""}";__FJ184U;59014844;004753241;W HASTINGS ST;49.28291600781996, -123.11078826607998
328;Downtown;"{""coordinates"": [-123.11071046705253, 49.28286615915818], ""type"": ""Point""}";__FJ184W;59014854;015501973;W HASTINGS ST;49.28286615915818, -123.11071046705253
311;Downtown;"{""coordinates"": [-123.11098244092128, 49.282492139688564], ""type"": ""Point""}";__FJ185A;59214875;015502031;W PENDER ST;49.282492139688564, -123.11098244092128
318;Downtown;"{""coordinates"": [-123.11009774172469, 49.2837806813795], ""type"": ""Point""}";__FJ185E;58914806;014371171;HOMER ST;49.2837806813795, -123.11009774172469
319;Downtown;"{""coordinates"": [-123.11008478577608, 49.28321713701227], ""type"": ""Point""}";__FJ185M;59014847;015510981;W HASTINGS ST;49.28321713701227, -123.11008478577608
327;Downtown;"{""coordinates"": [-123.11031282227533, 49.28336129210633], ""type"": ""Point""}";__FJ185S;59014835;015510468;W HASTINGS ST;49.28336129210633, -123.11031282227533
365;Downtown;"{""coordinates"": [-123.11038098657588, 49.283406652647926], ""type"": ""Point""}";__FJ185U;59014823;015510476;W HASTINGS ST;49.283406652647926, -123.11038098657588
399;Downtown;"{""coordinates"": [-123.11052971645326, 49.283502749857874], ""type"": ""Point""}";__FJ185Y;59014807;015510492;W HASTINGS ST;49.283502749857874, -123.11052971645326
401;Downtown;"{""coordinates"": [-123.11087660198244, 49.28372819642104], ""type"": ""Point""}";__FJ1862;59013895;015509770;W HASTINGS ST;49.28372819642104, -123.11087660198244
411;Downtown;"{""coordinates"": [-123.110954404553, 49.28377894447793], ""type"": ""Point""}";__FJ1864;59013869;015509796;W HASTINGS ST;49.28377894447793, -123.110954404553
350;Downtown;"{""coordinates"": [-123.11026834717283, 49.28443718440114], ""type"": ""Point""}";__FJ186A;58013804;015511341;WATER ST;49.28443718440114, -123.11026834717283
375;Downtown;"{""coordinates"": [-123.11055829885817, 49.284897010458074], ""type"": ""Point""}";__FJ186G;58013815;005888361;WATER ST;49.284897010458074, -123.11055829885817
353;Downtown;"{""coordinates"": [-123.11002593025965, 49.28480307826465], ""type"": ""Point""}";__FJ186K;58013837;011984155;WATER ST;49.28480307826465, -123.11002593025965
142;Downtown;"{""coordinates"": [-123.10128223063276, 49.280158920637454], ""type"": ""Point""}";__FJ1874;59218642;015666719;E PENDER ST;49.280158920637454, -123.10128223063276
180;Downtown;"{""coordinates"": [-123.1006543619963, 49.280147019939314], ""type"": ""Point""}";__FJ187G;59218676;007839405;E PENDER ST;49.280147019939314, -123.1006543619963
139;Downtown;"{""coordinates"": [-123.10108988694546, 49.279765909744036], ""type"": ""Point""}";__FJ187S;59418667;004904109;KEEFER ST;49.279765909744036, -123.10108988694546
155;Downtown;"{""coordinates"": [-123.10054121313239, 49.28065781976006], ""type"": ""Point""}";__FJ1882;59218679;011948477;E PENDER ST;49.28065781976006, -123.10054121313239
139;Downtown;"{""coordinates"": [-123.10096634073817, 49.28066328694559], ""type"": ""Point""}";__FJ188A;59218661;015670554;E PENDER ST;49.28066328694559, -123.10096634073817
800;Downtown;"{""coordinates"": [-123.1010090445515, 49.27744442283691], ""type"": ""Point""}";__FJ188Q;18659826;023270730;QUEBEC ST;49.27744442283691, -123.1010090445515
800;Downtown;"{""coordinates"": [-123.10079593820566, 49.27744191037507], ""type"": ""Point""}";__FJ188U;18659826;023270705;QUEBEC ST;49.27744191037507, -123.10079593820566
501;Downtown;"{""coordinates"": [-123.10016187240781, 49.280245711232375], ""type"": ""Point""}";__FJ1890;19059205;016063554;MAIN ST;49.280245711232375, -123.10016187240781
475;Downtown;"{""coordinates"": [-123.10012959792508, 49.28086803469685], ""type"": ""Point""}";__FJ189C;19059097;015670431;MAIN ST;49.28086803469685, -123.10012959792508
475;Downtown;"{""coordinates"": [-123.10014100167106, 49.280728140788504], ""type"": ""Point""}";__FJ189G;19059097;015670457;MAIN ST;49.280728140788504, -123.10014100167106
475;Downtown;"{""coordinates"": [-123.10016419813094, 49.28051151677027], ""type"": ""Point""}";__FJ189M;19059097;015670481;MAIN ST;49.28051151677027, -123.10016419813094
721;Downtown;"{""coordinates"": [-123.1002440542731, 49.2783611585055], ""type"": ""Point""}";__FJ18AA;19059603;015644537;MAIN ST;49.2783611585055, -123.1002440542731
721;Downtown;"{""coordinates"": [-123.10024652325329, 49.27822263054908], ""type"": ""Point""}";__FJ18AC;19059603;015644553;MAIN ST;49.27822263054908, -123.10024652325329
721;Downtown;"{""coordinates"": [-123.10024555506527, 49.278084105571246], ""type"": ""Point""}";__FJ18AG;19059603;015644570;MAIN ST;49.278084105571246, -123.10024555506527
721;Downtown;"{""coordinates"": [-123.10025023581451, 49.27801933619178], ""type"": ""Point""}";__FJ18AI;19059687;015644588;MAIN ST;49.27801933619178, -123.10025023581451
721;Downtown;"{""coordinates"": [-123.10025353531196, 49.27795141969568], ""type"": ""Point""}";__FJ18AK;19059687;015644596;MAIN ST;49.27795141969568, -123.10025353531196
155;Downtown;"{""coordinates"": [-123.100261893329, 49.277801642640036], ""type"": ""Point""}";__FJ18AO;19059697;015644618;UNION ST;49.277801642640036, -123.100261893329
801;Downtown;"{""coordinates"": [-123.10021304315738, 49.2773190934006], ""type"": ""Point""}";__FJ18AW;19059805;015642810;MAIN ST;49.2773190934006, -123.10021304315738
801;Downtown;"{""coordinates"": [-123.10021702371952, 49.27724803698723], ""type"": ""Point""}";__FJ18AY;19059805;015642828;MAIN ST;49.27724803698723, -123.10021702371952
801;Downtown;"{""coordinates"": [-123.10021618867853, 49.27717517671746], ""type"": ""Point""}";__FJ18B0;19059805;015642836;MAIN ST;49.27717517671746, -123.10021618867853
800;Downtown;"{""coordinates"": [-123.1014904644625, 49.27723847002809], ""type"": ""Point""}";__FJ18BC;18659826;016658426;QUEBEC ST;49.27723847002809, -123.1014904644625
800;Downtown;"{""coordinates"": [-123.10148690278861, 49.277177755660965], ""type"": ""Point""}";__FJ18BE;18659826;023262303;QUEBEC ST;49.277177755660965, -123.10148690278861
172;Downtown;"{""coordinates"": [-123.10009147880055, 49.28214242354545], ""type"": ""Point""}";__FJ18BY;19058905;002442442;E CORDOVA ST;49.28214242354545, -123.10009147880055
307;Downtown;"{""coordinates"": [-123.10009697236707, 49.28207135689021], ""type"": ""Point""}";__FJ18C0;19058915;015685390;MAIN ST;49.28207135689021, -123.10009697236707
124;Downtown;"{""coordinates"": [-123.10151352531616, 49.282063905452404], ""type"": ""Point""}";__FJ18CA;58918628;015686183;E CORDOVA ST;49.282063905452404, -123.10151352531616
145;Downtown;"{""coordinates"": [-123.1004591653599, 49.28255724085674], ""type"": ""Point""}";__FJ18CW;58918667;015697321;E CORDOVA ST;49.28255724085674, -123.1004591653599
145;Downtown;"{""coordinates"": [-123.10056874165979, 49.282558935581235], ""type"": ""Point""}";__FJ18CY;58918667;015697339;E CORDOVA ST;49.282558935581235, -123.10056874165979
119;Downtown;"{""coordinates"": [-123.10098812994697, 49.282567115231416], ""type"": ""Point""}";__FJ18D6;58918635;005076561;E CORDOVA ST;49.282567115231416, -123.10098812994697
119;Downtown;"{""coordinates"": [-123.1013043778477, 49.28257403455184], ""type"": ""Point""}";__FJ18DC;58918635;005076196;E CORDOVA ST;49.28257403455184, -123.1013043778477
124;Downtown;"{""coordinates"": [-123.10118775644088, 49.28296632639889], ""type"": ""Point""}";__FJ18DO;58018642;015697568;POWELL ST;49.28296632639889, -123.10118775644088
134;Downtown;"{""coordinates"": [-123.10097669794638, 49.28296156368033], ""type"": ""Point""}";__FJ18DS;58018650;004340370;POWELL ST;49.28296156368033, -123.10097669794638
157;Downtown;"{""coordinates"": [-123.10039627160516, 49.284222509260424], ""type"": ""Point""}";__FJ18DY;57918637;015724735;ALEXANDER ST;49.284222509260424, -123.10039627160516
118;Downtown;"{""coordinates"": [-123.10153493884492, 49.283700495877774], ""type"": ""Point""}";__FJ18E8;57918604;007418264;ALEXANDER ST;49.283700495877774, -123.10153493884492
122;Downtown;"{""coordinates"": [-123.10158325508947, 49.281062141185195], ""type"": ""Point""}";__FJ18EU;59018632;004440773;E HASTINGS ST;49.281062141185195, -123.10158325508947
160;Downtown;"{""coordinates"": [-123.10085041226542, 49.28105063062932], ""type"": ""Point""}";__FJ18F8;59018672;013263072;E HASTINGS ST;49.28105063062932, -123.10085041226542
164;Downtown;"{""coordinates"": [-123.10063441768807, 49.281048579142535], ""type"": ""Point""}";__FJ18FC;59018674;006739636;E HASTINGS ST;49.281048579142535, -123.10063441768807
166;Downtown;"{""coordinates"": [-123.10053555370196, 49.28104596664785], ""type"": ""Point""}";__FJ18FE;59018678;004568273;E HASTINGS ST;49.28104596664785, -123.10053555370196
159;Downtown;"{""coordinates"": [-123.10092427517591, 49.28166413622585], ""type"": ""Point""}";__FJ18FM;59018663;015685951;E HASTINGS ST;49.28166413622585, -123.10092427517591
151;Downtown;"{""coordinates"": [-123.10102946432212, 49.281666293099036], ""type"": ""Point""}";__FJ18FO;59018655;015686001;E HASTINGS ST;49.281666293099036, -123.10102946432212
137;Downtown;"{""coordinates"": [-123.10123912213746, 49.281667908636116], ""type"": ""Point""}";__FJ18FS;59018643;015686647;E HASTINGS ST;49.281667908636116, -123.10123912213746
137;Downtown;"{""coordinates"": [-123.10134431130501, 49.28167006522268], ""type"": ""Point""}";__FJ18FU;59018643;015686078;E HASTINGS ST;49.28167006522268, -123.10134431130501
117;Downtown;"{""coordinates"": [-123.10166565018791, 49.281674820246415], ""type"": ""Point""}";__FJ18FW;59018629;005030731;E HASTINGS ST;49.281674820246415, -123.10166565018791
117;Downtown;"{""coordinates"": [-123.10153708535535, 49.28167205483283], ""type"": ""Point""}";__FJ18FY;59018629;005030706;E HASTINGS ST;49.28167205483283, -123.10153708535535
102;Downtown;"{""coordinates"": [-123.10676792411776, 49.28364353526202], ""type"": ""Point""}";__FJ18GA;58015796;015712826;WATER ST;49.28364353526202, -123.10676792411776
455;Downtown;"{""coordinates"": [-123.10767126546456, 49.28137406858613], ""type"": ""Point""}";__FJ18GK;59216097;007826991;ABBOTT ST;49.28137406858613, -123.10767126546456
412;Downtown;"{""coordinates"": [-123.10415244459216, 49.28111646966043], ""type"": ""Point""}";__FJ18GW;59017806;003545725;CARRALL ST;49.28111646966043, -123.10415244459216
229;Downtown;"{""coordinates"": [-123.10457813834684, 49.28285711970604], ""type"": ""Point""}";__FJ18H2;17858061;LMS738;CARRALL ST;49.28285711970604, -123.10457813834684
103;Downtown;"{""coordinates"": [-123.10179580453902, 49.2834584670773], ""type"": ""Point""}";__FJ18HA;58018605;015702553;POWELL ST;49.2834584670773, -123.10179580453902
105;Downtown;"{""coordinates"": [-123.10198210729276, 49.27969886723785], ""type"": ""Point""}";__FJ18HO;18659294;010650377;KEEFER ST;49.27969886723785, -123.10198210729276
181;Downtown;"{""coordinates"": [-123.10825984205444, 49.28035615490264], ""type"": ""Point""}";__FJ18HQ;17259273;018411363;KEEFER PLACE;49.28035615490264, -123.10825984205444
88;Downtown;"{""coordinates"": [-123.10675185668116, 49.28028966227707], ""type"": ""Point""}";__FJ18HS;59517205;016560264;W PENDER ST;49.28028966227707, -123.10675185668116
150;Downtown;"{""coordinates"": [-123.1096675012686, 49.28106677794921], ""type"": ""Point""}";__FJ18HU;59215706;005410517;W PENDER ST;49.28106677794921, -123.1096675012686
435;Downtown;"{""coordinates"": [-123.11126287707549, 49.283980580542355], ""type"": ""Point""}";__FJ18I8;59013835;015509818;W HASTINGS ST;49.283980580542355, -123.11126287707549
475;Downtown;"{""coordinates"": [-123.11130841286473, 49.28405159856509], ""type"": ""Point""}";__FJ18IA;59013805;015509826;W HASTINGS ST;49.28405159856509, -123.11130841286473
420;Downtown;"{""coordinates"": [-123.11153049352073, 49.283392928642854], ""type"": ""Point""}";__FJ18IE;59013870;007744803;W HASTINGS ST;49.283392928642854, -123.11153049352073
426;Downtown;"{""coordinates"": [-123.11136779654451, 49.28288979648911], ""type"": ""Point""}";__FJ18IG;14859046;015502082;HOMER ST;49.28288979648911, -123.11136779654451
475;Downtown;"{""coordinates"": [-123.11150180658613, 49.28413506723377], ""type"": ""Point""}";__FJ18II;59013805;015509851;W HASTINGS ST;49.28413506723377, -123.11150180658613
250;Downtown;"{""coordinates"": [-123.11124073395698, 49.281300911819], ""type"": ""Point""}";__FJ18IK;59215604;007158980;W PENDER ST;49.281300911819, -123.11124073395698
1260;Downtown;"{""coordinates"": [-123.12780759548811, 49.27701251185632], ""type"": ""Point""}";__FJ22SO;12661262;009584331;HOWE ST;49.27701251185632, -123.12780759548811
1601;Downtown;"{""coordinates"": [-123.128373959455, 49.29317834250289], ""type"": ""Point""}";__FJ22W6;56111362;018567240;BAYSHORE DRIVE;49.29317834250289, -123.128373959455
498;Downtown;"{""coordinates"": [-123.12808122208047, 49.29229936331597], ""type"": ""Point""}";__FJ22WA;56111382;018567258;CARDERO ST;49.29229936331597, -123.12808122208047
911;Downtown;"{""coordinates"": [-123.11893709165025, 49.278481451620884], ""type"": ""Point""}";__FJ22YQ;14860407;023332956;HOMER ST;49.278481451620884, -123.11893709165025
822;Downtown;"{""coordinates"": [-123.11695362734669, 49.279045423261095], ""type"": ""Point""}";__FJ22YS;14860204;LMS3970;HOMER ST;49.279045423261095, -123.11695362734669
88;Downtown;"{""coordinates"": [-123.1046652200138, 49.276199095727186], ""type"": ""Point""}";__FJ22ZG;59817890;028073894;PACIFIC BOULEVARD;49.276199095727186, -123.1046652200138
800;Downtown;"{""coordinates"": [-123.10804015895668, 49.278494393964145], ""type"": ""Point""}";__FJ22ZQ;17259709;029059721;GRIFFITHS WAY;49.278494393964145, -123.10804015895668
181;Downtown;"{""coordinates"": [-123.12174715699418, 49.27330836110871], ""type"": ""Point""}";__FJ230A;61215706;018368883;ROUNDHOUSE MEWS;49.27330836110871, -123.12174715699418
1288;Downtown;"{""coordinates"": [-123.12037689883911, 49.272079110527976], ""type"": ""Point""}";__FJ232Q;16161298;LMS2781;MARINASIDE CRESCENT;49.272079110527976, -123.12037689883911
1199;Downtown;"{""coordinates"": [-123.12287306264592, 49.29070212541421], ""type"": ""Point""}";__FJ233W;56111586;018454224;W CORDOVA ST;49.29070212541421, -123.12287306264592
273;Downtown;"{""coordinates"": [-123.1136630831021, 49.28646219844662], ""type"": ""Point""}";__FJ234A;56113836;023166363;GRANVILLE ST;49.28646219844662, -123.1136630831021
439;Downtown;"{""coordinates"": [-123.1115182823476, 49.2855753044598], ""type"": ""Point""}";__FJ234E;56113848;023166398;GRANVILLE ST;49.2855753044598, -123.1115182823476
;Downtown;"{""coordinates"": [-123.11329194183276, 49.28701927399349], ""type"": ""Point""}";__FJ234G;56113832;023166339;;49.28701927399349, -123.11329194183276
1010;Downtown;"{""coordinates"": [-123.11553170075557, 49.273576943751124], ""type"": ""Point""}";__FJ23AG;16560604;024264270;PACIFIC BOULEVARD;49.273576943751124, -123.11553170075557
700;Downtown;"{""coordinates"": [-123.12667426631917, 49.277228088154914], ""type"": ""Point""}";__FJ23HS;61212694;LMS3307;DAVIE ST;49.277228088154914, -123.12667426631917
1166;Downtown;"{""coordinates"": [-123.1238855051335, 49.287291966068715], ""type"": ""Point""}";__FJ23I0;59711838;LMS2745;MELVILLE ST;49.287291966068715, -123.1238855051335
840;Downtown;"{""coordinates"": [-123.12157303236117, 49.28116143122289], ""type"": ""Point""}";__FJ23IK;12660298;006851991;HOWE ST;49.28116143122289, -123.12157303236117
1560;Downtown;"{""coordinates"": [-123.1268862208638, 49.271041179469044], ""type"": ""Point""}";__FJ23JG;61814804;BCS3702;HOMER MEWS;49.271041179469044, -123.1268862208638
1515;Downtown;"{""coordinates"": [-123.12800487608544, 49.27158492848234], ""type"": ""Point""}";__FJ23JI;61813872;BCS1589;HOMER MEWS;49.27158492848234, -123.12800487608544
1177;Downtown;"{""coordinates"": [-123.1219798529748, 49.288848628342954], ""type"": ""Point""}";__FJ23KQ;59011837;015844072;W HASTINGS ST;49.288848628342954, -123.1219798529748
1199;Downtown;"{""coordinates"": [-123.12172399458481, 49.289498439128074], ""type"": ""Point""}";__FJ23KY;58911797;023692481;W CORDOVA ST;49.289498439128074, -123.12172399458481
