CIVIC_NUMBER;Geo Local Area;Geom;P_PARCEL_ID;PCOORD;SITE_ID;STD_STREET;geo_point_2d
1280;Downtown;"{""coordinates"": [-123.12632252991091, 49.275404222303884], ""type"": ""Point""}";__GAKWS5;13461294;030163536;SEYMOUR ST;49.275404222303884, -123.12632252991091
428;Downtown;"{""coordinates"": [-123.11269122209926, 49.282897436628836], ""type"": ""Point""}";__GAXO2J;59213852;030251133;W PENDER ST;49.282897436628836, -123.11269122209926
1310;Downtown;"{""coordinates"": [-123.12595205661255, 49.274418151312766], ""type"": ""Point""}";__GAZX4N;13861406;EPS3808;RICHARDS ST;49.274418151312766, -123.12595205661255
410;Downtown;"{""coordinates"": [-123.11588158132079, 49.280511575487715], ""type"": ""Point""}";__GC1LTR;60013894;030317304;W GEORGIA ST;49.280511575487715, -123.11588158132079
1378;Downtown;"{""coordinates"": [-123.1269969972328, 49.2738494470142], ""type"": ""Point""}";__GDA48R;13861478;030369991;RICHARDS ST;49.2738494470142, -123.1269969972328
230;Downtown;"{""coordinates"": [-123.1117381729032, 49.28607547543851], ""type"": ""Point""}";__GDFETF;90090005;CVGDFETF;HOWE ST;49.28607547543851, -123.1117381729032
590;Downtown;"{""coordinates"": [-123.10956480866926, 49.27944168919596], ""type"": ""Point""}";__GDFETT;90090008;CVGDFETT;BEATTY ST;49.27944168919596, -123.10956480866926
675;Downtown;"{""coordinates"": [-123.12857379390455, 49.275173018519126], ""type"": ""Point""}";__GFROAK;13061492;030524989;PACIFIC ST;49.275173018519126, -123.12857379390455
157;Downtown;"{""coordinates"": [-123.10013726762753, 49.283562668132994], ""type"": ""Point""}";__GIOHWN;19057947;030705444;MAIN ST;49.283562668132994, -123.10013726762753
1283;Downtown;"{""coordinates"": [-123.1286254285419, 49.277218250770716], ""type"": ""Point""}";__GK1L31;61412493;EPS4792;HOWE ST;49.277218250770716, -123.1286254285419
1291;Downtown;"{""coordinates"": [-123.12894037494904, 49.27711725261914], ""type"": ""Point""}";__GK1L3D;12661293;030783526;HOWE ST;49.27711725261914, -123.12894037494904
1265;Downtown;"{""coordinates"": [-123.12894190824758, 49.2770620114711], ""type"": ""Point""}";__GK1L3J;12661299;030783542;HOWE ST;49.2770620114711, -123.12894190824758
215;Downtown;"{""coordinates"": [-123.10004757277565, 49.282874974743315], ""type"": ""Point""}";__GL2L1Y;19058033;EPS4895;MAIN ST;49.282874974743315, -123.10004757277565
1477;Downtown;"{""coordinates"": [-123.13117251204295, 49.27492633698394], ""type"": ""Point""}";__GN4L0V;12861651;030957541;CONTINENTAL ST;49.27492633698394, -123.13117251204295
1425;Downtown;"{""coordinates"": [-123.13036025742636, 49.27512639172024], ""type"": ""Point""}";__GPN7MR;90090030;CVGPN7MR;CONTINENTAL ST;49.27512639172024, -123.13036025742636
1430;Downtown;"{""coordinates"": [-123.12962717313177, 49.27480290389968], ""type"": ""Point""}";__GPN7PI;90090032;CVGPN7PI;GRANVILLE ST;49.27480290389968, -123.12962717313177
1055;Downtown;"{""coordinates"": [-123.12146364692379, 49.285244798471396], ""type"": ""Point""}";__GU7M6C;60011997;031318444;W GEORGIA ST;49.285244798471396, -123.12146364692379
480;Downtown;"{""coordinates"": [-123.12518254389511, 49.29006102591537], ""type"": ""Point""}";__GUASO4;11758997;031325017;BROUGHTON ST;49.29006102591537, -123.12518254389511
885;Downtown;"{""coordinates"": [-123.11654682770082, 49.277518047345986], ""type"": ""Point""}";__GULVOP;15760295;EPS4035;CAMBIE ST;49.277518047345986, -123.11654682770082
1111;Downtown;"{""coordinates"": [-123.12320372765447, 49.277007060027074], ""type"": ""Point""}";__GVYFLG;13860811;EPS7373;RICHARDS ST;49.277007060027074, -123.12320372765447
123;Downtown;"{""coordinates"": [-123.10145612247551, 49.27977282988178], ""type"": ""Point""}";__GYNU06;59418643;031582869;KEEFER ST;49.27977282988178, -123.10145612247551
;Downtown;"{""coordinates"": [-123.11308756009987, 49.27753143336979], ""type"": ""Point""}";__GZWPEP;16259929;031639411;;49.27753143336979, -123.11308756009987
1575;Downtown;"{""coordinates"": [-123.12999085642858, 49.29065836613903], ""type"": ""Point""}";__H1H4CN;59211433;EPS8445;W GEORGIA ST;49.29065836613903, -123.12999085642858
1335;Downtown;"{""coordinates"": [-123.12960926878095, 49.27656930009542], ""type"": ""Point""}";__H1VQJ7;12661447;EPS8387;HOWE ST;49.27656930009542, -123.12960926878095
1289;Downtown;"{""coordinates"": [-123.12973842272582, 49.27777082203525], ""type"": ""Point""}";__H2V3Z8;12461281;EPS8296;HORNBY ST;49.27777082203525, -123.12973842272582
1281;Downtown;"{""coordinates"": [-123.1297139775641, 49.27775500895889], ""type"": ""Point""}";__H2V3ZS;12461283;EPS8297;HORNBY ST;49.27775500895889, -123.1297139775641
320;Downtown;"{""coordinates"": [-123.11287516092627, 49.285616615126806], ""type"": ""Point""}";__H63PYL;13058906;EPS8733;GRANVILLE ST;49.285616615126806, -123.11287516092627
852;Downtown;"{""coordinates"": [-123.11952154803126, 49.27990818607516], ""type"": ""Point""}";__H6AZ21;13460262;031891187;SEYMOUR ST;49.27990818607516, -123.11952154803126
507;Downtown;"{""coordinates"": [-123.10015200660273, 49.28012653365162], ""type"": ""Point""}";__FJ16RO;19059225;015666425;MAIN ST;49.28012653365162, -123.10015200660273
501;Downtown;"{""coordinates"": [-123.10012842902216, 49.280161635286156], ""type"": ""Point""}";__FJ16SM;19059205;016063562;MAIN ST;49.280161635286156, -123.10012842902216
190;Downtown;"{""coordinates"": [-123.10000288452073, 49.28395569371881], ""type"": ""Point""}";__FJ17C6;19057907;015702413;ALEXANDER ST;49.28395569371881, -123.10000288452073
190;Downtown;"{""coordinates"": [-123.10001057042669, 49.283880658321095], ""type"": ""Point""}";__FJ17C8;19057907;015702421;ALEXANDER ST;49.283880658321095, -123.10001057042669
117;Downtown;"{""coordinates"": [-123.10001579126143, 49.28374257787975], ""type"": ""Point""}";__FJ17CC;19057935;004207882;MAIN ST;49.28374257787975, -123.10001579126143
179;Downtown;"{""coordinates"": [-123.1000233278335, 49.283620929614045], ""type"": ""Point""}";__FJ17CG;19057957;029288231;MAIN ST;49.283620929614045, -123.1000233278335
195;Downtown;"{""coordinates"": [-123.09987716701339, 49.284276300486084], ""type"": ""Point""}";__FJ17DM;57918653;014736934;ALEXANDER ST;49.284276300486084, -123.09987716701339
;Downtown;"{""coordinates"": [-123.10009250009033, 49.284277463441185], ""type"": ""Point""}";__FJ17DQ;57918645;015724824;;49.284277463441185, -123.10009250009033
157;Downtown;"{""coordinates"": [-123.1002038058603, 49.28424183603949], ""type"": ""Point""}";__FJ17DS;57918637;015724760;ALEXANDER ST;49.28424183603949, -123.1002038058603
1338;Downtown;"{""coordinates"": [-123.12699714474235, 49.274956484893856], ""type"": ""Point""}";__FJ00QA;13461426;027190536;SEYMOUR ST;49.274956484893856, -123.12699714474235
600;Downtown;"{""coordinates"": [-123.12750907558514, 49.27532638795898], ""type"": ""Point""}";__FJ00S2;13461405;009529861;DRAKE ST;49.27532638795898, -123.12750907558514
1293;Downtown;"{""coordinates"": [-123.12502613072306, 49.274457917178964], ""type"": ""Point""}";__FJ00SS;14861295;015473244;HOMER ST;49.274457917178964, -123.12502613072306
1285;Downtown;"{""coordinates"": [-123.12488560408146, 49.274551169362496], ""type"": ""Point""}";__FJ00SW;14861277;015473287;HOMER ST;49.274551169362496, -123.12488560408146
1271;Downtown;"{""coordinates"": [-123.12466258029474, 49.2747002715878], ""type"": ""Point""}";__FJ00T2;14861267;011353023;HOMER ST;49.2747002715878, -123.12466258029474
1251;Downtown;"{""coordinates"": [-123.12454288721756, 49.27477997210652], ""type"": ""Point""}";__FJ00T6;14861259;027619613;HOMER ST;49.27477997210652, -123.12454288721756
1180;Downtown;"{""coordinates"": [-123.12259650560867, 49.27532676627397], ""type"": ""Point""}";__FJ00UQ;14860872;BCS2462;HOMER ST;49.27532676627397, -123.12259650560867
1190;Downtown;"{""coordinates"": [-123.12280142671048, 49.275197467715536], ""type"": ""Point""}";__FJ00US;14860894;007300271;HOMER ST;49.275197467715536, -123.12280142671048
1228;Downtown;"{""coordinates"": [-123.12354078182194, 49.27470598302445], ""type"": ""Point""}";__FJ00UY;14861224;BCS2588;HOMER ST;49.27470598302445, -123.12354078182194
1286;Downtown;"{""coordinates"": [-123.12429347547508, 49.27422169335153], ""type"": ""Point""}";__FJ00V2;14861286;012842052;HOMER ST;49.27422169335153, -123.12429347547508
1290;Downtown;"{""coordinates"": [-123.1244478817963, 49.27412078102302], ""type"": ""Point""}";__FJ00V4;14861296;012842079;HOMER ST;49.27412078102302, -123.1244478817963
1224;Downtown;"{""coordinates"": [-123.1228168748417, 49.27444815203615], ""type"": ""Point""}";__FJ00VA;15261216;010458905;HAMILTON ST;49.27444815203615, -123.1228168748417
801;Downtown;"{""coordinates"": [-123.13234958311081, 49.27537370177081], ""type"": ""Point""}";__FJ00VK;61712407;013520377;BEACH AV;49.27537370177081, -123.13234958311081
801;Downtown;"{""coordinates"": [-123.13204040721865, 49.27517301301637], ""type"": ""Point""}";__FJ00VQ;61712465;012082996;BEACH AV;49.27517301301637, -123.13204040721865
801;Downtown;"{""coordinates"": [-123.13180834698566, 49.27501945123533], ""type"": ""Point""}";__FJ00VW;61712495;015505448;BEACH AV;49.27501945123533, -123.13180834698566
1661;Downtown;"{""coordinates"": [-123.13233425379426, 49.27308667412292], ""type"": ""Point""}";__FJ00XI;12961738;010109871;GRANVILLE ST;49.27308667412292, -123.13233425379426
1132;Downtown;"{""coordinates"": [-123.12151317225707, 49.275326570330535], ""type"": ""Point""}";__FJ00XW;15260832;002710668;HAMILTON ST;49.275326570330535, -123.12151317225707
;Downtown;"{""coordinates"": [-123.1145141157106, 49.272245310062495], ""type"": ""Point""}";__FJ00XY;62017013;;;49.272245310062495, -123.1145141157106
1099;Downtown;"{""coordinates"": [-123.11948551000145, 49.27532601331027], ""type"": ""Point""}";__FJ00Y0;15760623;006854494;CAMBIE ST;49.27532601331027, -123.11948551000145
1152;Downtown;"{""coordinates"": [-123.1211518183144, 49.27485875020291], ""type"": ""Point""}";__FJ00Y6;15660882;017316391;MAINLAND ST;49.27485875020291, -123.1211518183144
560;Downtown;"{""coordinates"": [-123.12521751301621, 49.27613123778889], ""type"": ""Point""}";__FJ010G;13461208;006169571;DAVIE ST;49.27613123778889, -123.12521751301621
1210;Downtown;"{""coordinates"": [-123.12529093757448, 49.27608078514785], ""type"": ""Point""}";__FJ010I;13461226;015473953;SEYMOUR ST;49.27608078514785, -123.12529093757448
1210;Downtown;"{""coordinates"": [-123.12536849437336, 49.276033476291914], ""type"": ""Point""}";__FJ010K;13461226;015474399;SEYMOUR ST;49.276033476291914, -123.12536849437336
1441;Downtown;"{""coordinates"": [-123.13230001889212, 49.27605106922476], ""type"": ""Point""}";__FJ0116;12461653;013344641;HORNBY ST;49.27605106922476, -123.13230001889212
1441;Downtown;"{""coordinates"": [-123.13222659672681, 49.276099727281746], ""type"": ""Point""}";__FJ0118;12461643;002559480;HORNBY ST;49.276099727281746, -123.13222659672681
1441;Downtown;"{""coordinates"": [-123.13214906374529, 49.27614838999309], ""type"": ""Point""}";__FJ011A;12461637;002559536;HORNBY ST;49.27614838999309, -123.13214906374529
1401;Downtown;"{""coordinates"": [-123.13199563170122, 49.27614720709326], ""type"": ""Point""}";__FJ011C;12461625;002559544;HORNBY ST;49.27614720709326, -123.13199563170122
1155;Downtown;"{""coordinates"": [-123.12313002621804, 49.27569949028871], ""type"": ""Point""}";__FJ0120;14860893;LMS1114;HOMER ST;49.27569949028871, -123.12313002621804
;Downtown;"{""coordinates"": [-123.13311980155028, 49.27424709597684], ""type"": ""Point""}";__FJ012S;12661735;004809190;;49.27424709597684, -123.13311980155028
1444;Downtown;"{""coordinates"": [-123.13285903932163, 49.27622359416559], ""type"": ""Point""}";__FJ0138;12161662;007796862;BURRARD ST;49.27622359416559, -123.13285903932163
1430;Downtown;"{""coordinates"": [-123.13249156336362, 49.27637161813958], ""type"": ""Point""}";__FJ013C;12161644;007796587;BURRARD ST;49.27637161813958, -123.13249156336362
1430;Downtown;"{""coordinates"": [-123.13261365566105, 49.276379933556285], ""type"": ""Point""}";__FJ013G;12161644;007796668;BURRARD ST;49.276379933556285, -123.13261365566105
1600;Downtown;"{""coordinates"": [-123.13363561618316, 49.274366154590076], ""type"": ""Point""}";__FJ014C;12461734;LMS1809;HORNBY ST;49.274366154590076, -123.13363561618316
1660;Downtown;"{""coordinates"": [-123.13458672477279, 49.274293107141744], ""type"": ""Point""}";__FJ014G;12461740;004809289;HORNBY ST;49.274293107141744, -123.13458672477279
1675;Downtown;"{""coordinates"": [-123.13423681831983, 49.274793655746784], ""type"": ""Point""}";__FJ0158;12461745;VAS1802;HORNBY ST;49.274793655746784, -123.13423681831983
901;Downtown;"{""coordinates"": [-123.13304227851519, 49.27582131642294], ""type"": ""Point""}";__FJ015U;61712103;LMS981;BEACH AV;49.27582131642294, -123.13304227851519
1148;Downtown;"{""coordinates"": [-123.12236179241724, 49.27547858398897], ""type"": ""Point""}";__FJ016K;14860854;011304286;HOMER ST;49.27547858398897, -123.12236179241724
1103;Downtown;"{""coordinates"": [-123.1198137265809, 49.27506480398191], ""type"": ""Point""}";__FJ016M;15760639;005161983;PACIFIC BOULEVARD;49.27506480398191, -123.1198137265809
773;Downtown;"{""coordinates"": [-123.11358040457843, 49.27819702535927], ""type"": ""Point""}";__FJ1W9C;16060065;007015259;BEATTY ST;49.27819702535927, -123.11358040457843
180;Downtown;"{""coordinates"": [-123.11295811675701, 49.27878908663764], ""type"": ""Point""}";__FJ1W9E;60015702;007659041;W GEORGIA ST;49.27878908663764, -123.11295811675701
780;Downtown;"{""coordinates"": [-123.1132081144136, 49.27772695158547], ""type"": ""Point""}";__FJ1W9G;16060046;004912667;BEATTY ST;49.27772695158547, -123.1132081144136
688;Downtown;"{""coordinates"": [-123.112870382404, 49.28022166400416], ""type"": ""Point""}";__FJ1W9M;60015607;011641479;HAMILTON ST;49.28022166400416, -123.112870382404
788;Downtown;"{""coordinates"": [-123.11344354347607, 49.27757064524361], ""type"": ""Point""}";__FJ1W9O;16060066;015972925;BEATTY ST;49.27757064524361, -123.11344354347607
590;Downtown;"{""coordinates"": [-123.10996546753834, 49.27988630919769], ""type"": ""Point""}";__FJ1WA4;16059282;014953536;BEATTY ST;49.27988630919769, -123.10996546753834
572;Downtown;"{""coordinates"": [-123.1097940278535, 49.279916561102645], ""type"": ""Point""}";__FJ1WAA;16059278;026959763;BEATTY ST;49.279916561102645, -123.1097940278535
1402;Downtown;"{""coordinates"": [-123.13225306218209, 49.27662949553342], ""type"": ""Point""}";__FJ201Q;12161604;015506401;BURRARD ST;49.27662949553342, -123.13225306218209
501;Downtown;"{""coordinates"": [-123.13390591547396, 49.29350779105427], ""type"": ""Point""}";__FJ107G;56110954;007585845;DENMAN ST;49.29350779105427, -123.13390591547396
1402;Downtown;"{""coordinates"": [-123.13218240178286, 49.27667788054049], ""type"": ""Point""}";__FJ201S;12161604;015506380;BURRARD ST;49.27667788054049, -123.13218240178286
401;Downtown;"{""coordinates"": [-123.11787037690695, 49.28708129476761], ""type"": ""Point""}";__FJ202G;12059005;018392164;BURRARD ST;49.28708129476761, -123.11787037690695
777;Downtown;"{""coordinates"": [-123.12142149005194, 49.28324662775142], ""type"": ""Point""}";__FJ20FC;12460095;015468437;HORNBY ST;49.28324662775142, -123.12142149005194
819;Downtown;"{""coordinates"": [-123.11652109207715, 49.27880264849611], ""type"": ""Point""}";__FJ20G0;15660205;LMS3215;HAMILTON ST;49.27880264849611, -123.11652109207715
415;Downtown;"{""coordinates"": [-123.12011537791373, 49.277707537490414], ""type"": ""Point""}";__FJ20G4;14860495;019046910;NELSON ST;49.277707537490414, -123.12011537791373
1388;Downtown;"{""coordinates"": [-123.12660014554433, 49.27400923231476], ""type"": ""Point""}";__FJ20L2;13861498;029261767;RICHARDS ST;49.27400923231476, -123.12660014554433
73;Downtown;"{""coordinates"": [-123.10262927900219, 49.283827611401456], ""type"": ""Point""}";__FJ21Q0;57917887;LMS786;ALEXANDER ST;49.283827611401456, -123.10262927900219
199;Downtown;"{""coordinates"": [-123.1024046953911, 49.283349078463196], ""type"": ""Point""}";__FJ21Q2;58017893;015705609;COLUMBIA ST;49.283349078463196, -123.1024046953911
6;Downtown;"{""coordinates"": [-123.10390854183699, 49.283118682806325], ""type"": ""Point""}";__FJ21Q4;17858004;015693708;POWELL ST;49.283118682806325, -123.10390854183699
6;Downtown;"{""coordinates"": [-123.1039585883919, 49.28305810026164], ""type"": ""Point""}";__FJ21Q6;17858004;015693848;POWELL ST;49.28305810026164, -123.1039585883919
58;Downtown;"{""coordinates"": [-123.1027841133643, 49.2831229447086], ""type"": ""Point""}";__FJ21QE;58017876;008661405;POWELL ST;49.2831229447086, -123.1027841133643
58;Downtown;"{""coordinates"": [-123.10272834471559, 49.283150159730646], ""type"": ""Point""}";__FJ21QG;58017876;008661464;POWELL ST;49.283150159730646, -123.10272834471559
56;Downtown;"{""coordinates"": [-123.10602121127195, 49.28251064177844], ""type"": ""Point""}";__FJ21R2;58917236;015713091;W CORDOVA ST;49.28251064177844, -123.10602121127195
518;Downtown;"{""coordinates"": [-123.10868495978784, 49.28079588096747], ""type"": ""Point""}";__FJ21RC;16059214;LMS2445;BEATTY ST;49.28079588096747, -123.10868495978784
1161;Downtown;"{""coordinates"": [-123.12415977993848, 49.286840222098625], ""type"": ""Point""}";__FJ21SW;60011849;018658628;W GEORGIA ST;49.286840222098625, -123.12415977993848
1238;Downtown;"{""coordinates"": [-123.12576131397465, 49.275777685037596], ""type"": ""Point""}";__FJ21VG;13461248;LMS2446;SEYMOUR ST;49.275777685037596, -123.12576131397465
88;Downtown;"{""coordinates"": [-123.10259922506462, 49.28016449615592], ""type"": ""Point""}";__FJ17NO;59217896;010133496;E PENDER ST;49.28016449615592, -123.10259922506462
108;Downtown;"{""coordinates"": [-123.10201473522021, 49.28017278548923], ""type"": ""Point""}";__FJ17NQ;59218614;028119037;E PENDER ST;49.28017278548923, -123.10201473522021
110;Downtown;"{""coordinates"": [-123.10191008579841, 49.2801708089407], ""type"": ""Point""}";__FJ17NS;59218620;015666611;E PENDER ST;49.2801708089407, -123.10191008579841
33;Downtown;"{""coordinates"": [-123.1033279296053, 49.280702109380066], ""type"": ""Point""}";__FJ17O0;59217839;015669653;E PENDER ST;49.280702109380066, -123.1033279296053
33;Downtown;"{""coordinates"": [-123.10365583813221, 49.28070855308265], ""type"": ""Point""}";__FJ17O6;59217839;015669777;E PENDER ST;49.28070855308265, -123.10365583813221
1;Downtown;"{""coordinates"": [-123.10407918087138, 49.28064952397735], ""type"": ""Point""}";__FJ17OE;17859094;010870687;E PENDER ST;49.28064952397735, -123.10407918087138
490;Downtown;"{""coordinates"": [-123.10190211620558, 49.28067370047386], ""type"": ""Point""}";__FJ17OI;59218607;015670643;COLUMBIA ST;49.28067370047386, -123.10190211620558
490;Downtown;"{""coordinates"": [-123.10212555503557, 49.28067935007854], ""type"": ""Point""}";__FJ17OM;59218607;015670660;COLUMBIA ST;49.28067935007854, -123.10212555503557
528;Downtown;"{""coordinates"": [-123.10887602614112, 49.28066686314367], ""type"": ""Point""}";__FJ17OU;16059228;BCS2186;BEATTY ST;49.28066686314367, -123.10887602614112
87;Downtown;"{""coordinates"": [-123.10254078092576, 49.28069022632502], ""type"": ""Point""}";__FJ17PG;59217897;003413781;E PENDER ST;49.28069022632502, -123.10254078092576
548;Downtown;"{""coordinates"": [-123.11055863702556, 49.28076142395223], ""type"": ""Point""}";__FJ17PU;15759238;017705070;CAMBIE ST;49.28076142395223, -123.11055863702556
46;Downtown;"{""coordinates"": [-123.10308705153557, 49.28109653823687], ""type"": ""Point""}";__FJ17Q6;59017860;009236660;E HASTINGS ST;49.28109653823687, -123.10308705153557
42;Downtown;"{""coordinates"": [-123.10326481952397, 49.28208473365513], ""type"": ""Point""}";__FJ17QO;58917850;015691144;E CORDOVA ST;49.28208473365513, -123.10326481952397
50;Downtown;"{""coordinates"": [-123.10305901664543, 49.28215238121713], ""type"": ""Point""}";__FJ17QS;58917860;012633861;E CORDOVA ST;49.28215238121713, -123.10305901664543
25;Downtown;"{""coordinates"": [-123.10361324515485, 49.281700777444144], ""type"": ""Point""}";__FJ17RQ;59017829;015691331;E HASTINGS ST;49.281700777444144, -123.10361324515485
21;Downtown;"{""coordinates"": [-123.10381936332477, 49.28170598054938], ""type"": ""Point""}";__FJ17RU;59017821;015691365;E HASTINGS ST;49.28170598054938, -123.10381936332477
110;Downtown;"{""coordinates"": [-123.10177526172647, 49.28206872151265], ""type"": ""Point""}";__FJ17RY;58918618;027776069;E CORDOVA ST;49.28206872151265, -123.10177526172647
204;Downtown;"{""coordinates"": [-123.10393424357854, 49.28298921911683], ""type"": ""Point""}";__FJ17S8;17858024;014292491;CARRALL ST;49.28298921911683, -123.10393424357854
65;Downtown;"{""coordinates"": [-123.10290041802673, 49.28169883280817], ""type"": ""Point""}";__FJ17SQ;59017863;024745324;E HASTINGS ST;49.28169883280817, -123.10290041802673
107;Downtown;"{""coordinates"": [-123.10183183214376, 49.28258480590601], ""type"": ""Point""}";__FJ17TA;58918605;015697410;E CORDOVA ST;49.28258480590601, -123.10183183214376
107;Downtown;"{""coordinates"": [-123.10193700768262, 49.28258606244752], ""type"": ""Point""}";__FJ17TC;58918605;015697436;E CORDOVA ST;49.28258606244752, -123.10193700768262
56;Downtown;"{""coordinates"": [-123.10290737953554, 49.28308847342794], ""type"": ""Point""}";__FJ17UI;58017866;006671527;POWELL ST;49.28308847342794, -123.10290737953554
304;Downtown;"{""coordinates"": [-123.10958491331334, 49.283445657832495], ""type"": ""Point""}";__FJ17UU;58914896;005954436;W CORDOVA ST;49.283445657832495, -123.10958491331334
207;Downtown;"{""coordinates"": [-123.10964665312615, 49.2828262724312], ""type"": ""Point""}";__FJ17UW;59015697;014994089;W HASTINGS ST;49.2828262724312, -123.10964665312615
317;Downtown;"{""coordinates"": [-123.10950400410495, 49.283232989644645], ""type"": ""Point""}";__FJ17V8;15758945;004253183;CAMBIE ST;49.283232989644645, -123.10950400410495
317;Downtown;"{""coordinates"": [-123.10943613547316, 49.283320765895425], ""type"": ""Point""}";__FJ17VA;15758945;004253248;CAMBIE ST;49.283320765895425, -123.10943613547316
309;Downtown;"{""coordinates"": [-123.10934378714464, 49.28389790277853], ""type"": ""Point""}";__FJ17VW;58914895;015511545;W CORDOVA ST;49.28389790277853, -123.10934378714464
341;Downtown;"{""coordinates"": [-123.10961035092305, 49.28472972179239], ""type"": ""Point""}";__FJ17W2;58013861;015092623;WATER ST;49.28472972179239, -123.10961035092305
146;Downtown;"{""coordinates"": [-123.1088075898405, 49.28198916485541], ""type"": ""Point""}";__FJ17WE;59015742;011587121;W HASTINGS ST;49.28198916485541, -123.1088075898405
142;Downtown;"{""coordinates"": [-123.10870719122347, 49.28197126899568], ""type"": ""Point""}";__FJ17WG;59015748;015501850;W HASTINGS ST;49.28197126899568, -123.10870719122347
128;Downtown;"{""coordinates"": [-123.10831640864554, 49.28189518595615], ""type"": ""Point""}";__FJ17WO;59015770;009220208;W HASTINGS ST;49.28189518595615, -123.10831640864554
128;Downtown;"{""coordinates"": [-123.10816106527405, 49.28187039683588], ""type"": ""Point""}";__FJ17WQ;59015770;027929922;W HASTINGS ST;49.28187039683588, -123.10816106527405
112;Downtown;"{""coordinates"": [-123.10781367368304, 49.2818048048244], ""type"": ""Point""}";__FJ17WY;59015782;015501876;W HASTINGS ST;49.2818048048244, -123.10781367368304
455;Downtown;"{""coordinates"": [-123.10777511950975, 49.28139466067805], ""type"": ""Point""}";__FJ17X4;59216097;007827032;ABBOTT ST;49.28139466067805, -123.10777511950975
119;Downtown;"{""coordinates"": [-123.10787278046111, 49.28141255990482], ""type"": ""Point""}";__FJ17X6;59216027;015501884;W PENDER ST;49.28141255990482, -123.10787278046111
119;Downtown;"{""coordinates"": [-123.1079752390929, 49.2814300048071], ""type"": ""Point""}";__FJ17X8;59216027;015501892;W PENDER ST;49.2814300048071, -123.1079752390929
119;Downtown;"{""coordinates"": [-123.10807289920338, 49.28144745410652], ""type"": ""Point""}";__FJ17XA;59216027;015501906;W PENDER ST;49.28144745410652, -123.10807289920338
165;Downtown;"{""coordinates"": [-123.1088474950538, 49.281684640511564], ""type"": ""Point""}";__FJ17XE;59215757;010401113;W PENDER ST;49.281684640511564, -123.1088474950538
74;Downtown;"{""coordinates"": [-123.10683496797444, 49.28163129734808], ""type"": ""Point""}";__FJ17XS;59017216;015499855;W HASTINGS ST;49.28163129734808, -123.10683496797444
50;Downtown;"{""coordinates"": [-123.10585529609139, 49.28246780594102], ""type"": ""Point""}";__FJ17Z0;58917246;015713067;W CORDOVA ST;49.28246780594102, -123.10585529609139
53;Downtown;"{""coordinates"": [-123.10630658106983, 49.28211633688334], ""type"": ""Point""}";__FJ17Z4;59017229;BCS3221;W HASTINGS ST;49.28211633688334, -123.10630658106983
45;Downtown;"{""coordinates"": [-123.10606880520525, 49.2820709138612], ""type"": ""Point""}";__FJ17Z6;59017239;015713156;W HASTINGS ST;49.2820709138612, -123.10606880520525
35;Downtown;"{""coordinates"": [-123.10583167523764, 49.28203155250735], ""type"": ""Point""}";__FJ17Z8;59017251;014879697;W HASTINGS ST;49.28203155250735, -123.10583167523764
29;Downtown;"{""coordinates"": [-123.10560541976093, 49.28199129020623], ""type"": ""Point""}";__FJ17ZC;59017263;011882093;W HASTINGS ST;49.28199129020623, -123.10560541976093
388;Downtown;"{""coordinates"": [-123.1249139469291, 49.27359649715056], ""type"": ""Point""}";__FJ22C8;15761407;LMS1725;DRAKE ST;49.27359649715056, -123.1249139469291
15;Downtown;"{""coordinates"": [-123.10545191840394, 49.28196579413724], ""type"": ""Point""}";__FJ17ZE;59017269;007649088;W HASTINGS ST;49.28196579413724, -123.10545191840394
15;Downtown;"{""coordinates"": [-123.10522098001175, 49.28192147853161], ""type"": ""Point""}";__FJ17ZG;59017269;007649096;W HASTINGS ST;49.28192147853161, -123.10522098001175
160;Downtown;"{""coordinates"": [-123.10885898424868, 49.28301264160672], ""type"": ""Point""}";__FJ17ZW;58915714;011697491;W CORDOVA ST;49.28301264160672, -123.10885898424868
340;Downtown;"{""coordinates"": [-123.10909556880016, 49.2827516753196], ""type"": ""Point""}";__FJ1800;15758956;015712931;CAMBIE ST;49.2827516753196, -123.10909556880016
404;Downtown;"{""coordinates"": [-123.10694316109833, 49.281649115660265], ""type"": ""Point""}";__FJ180I;59017204;006854842;ABBOTT ST;49.281649115660265, -123.10694316109833
18;Downtown;"{""coordinates"": [-123.10520873731438, 49.28140831479209], ""type"": ""Point""}";__FJ180Q;59017278;015650944;W HASTINGS ST;49.28140831479209, -123.10520873731438
8;Downtown;"{""coordinates"": [-123.10557280295616, 49.28236372033444], ""type"": ""Point""}";__FJ180U;58917270;015712982;W CORDOVA ST;49.28236372033444, -123.10557280295616
43;Downtown;"{""coordinates"": [-123.10601370603396, 49.28202418950421], ""type"": ""Point""}";__FJ180Y;59017245;015713148;W HASTINGS ST;49.28202418950421, -123.10601370603396
12;Downtown;"{""coordinates"": [-123.10495667155308, 49.283321935016396], ""type"": ""Point""}";__FJ181G;58017280;027012573;WATER ST;49.283321935016396, -123.10495667155308
57;Downtown;"{""coordinates"": [-123.10569211690296, 49.282997321420815], ""type"": ""Point""}";__FJ1820;58917245;004776151;W CORDOVA ST;49.282997321420815, -123.10569211690296
15;Downtown;"{""coordinates"": [-123.10478133054139, 49.28278992157306], ""type"": ""Point""}";__FJ182A;58917285;015713351;W CORDOVA ST;49.28278992157306, -123.10478133054139
